Customer ID,Product Category,Satisfaction Score,Days for Delivery,customer service interaction,Purchase Amount,Customer Age,Gender
CUST0827,Home Goods,6,7,No,56.99,49,Other
CUST0890,Electronics,7,3,No,47.91,26,Male
CUST0130,Books,9,0,Yes,54.4,73,other
CUST0171,Books,6,7,No,116.8,27,Male
CUST0046,Books,3,7,Yes,72.69,27,Male
CUST0731,Home Goods,12,0,No,25.54,30,Female
CUST0659,Books,7,3,No,107.99,21,male
CUST0847,Clothing,7,1,No,48.87,13,Female
CUST0113,Books,5,7,No,139.02,10,Other
CUST0444,Books,6,5,No,157.09,68,Female
CUST0897,Clothing,8,7,No,71.3,33,Male
CUST0255,Clothing,6,5,Yes,174.81,45,other
CUST0106,Clothing,10,10,Yes,75.36,7,Female
CUST0327,Home Goods,6,1,No,124.09,20,other
CUST0426,Electronics,6,5,Yes,238.3,36,Female
CUST0981,Books,7,4,No,114.88,36,Male
CUST0670,Home Goods,6,3,No,85.82,41,Male
CUST0350,Home Goods,8,2,No,6379,11,Male
CUST0664,Clothing,10,5,Yes,155.2,30,male
CUST0332,Electronics,7,5,Yes,89.68,64,Male
CUST0163,Books,8,7,No,56.75,24,other
CUST0689,Home Goods,9,0,Yes,132.85,51,other
CUST0642,Clothing,7,7,Yes,232.25,7,Male
CUST0970,Home Goods,7,6,No,71.72,52,Female
CUST0458,Books,8,5,Yes,13.09,35,Female
CUST0960,Home Goods,4,7,No,62.89,30,Male
CUST0564,Home Goods,7,5,No,142.21,54,Male
CUST0791,Clothing,4,2,No,81.13,35,Male
CUST0210,Electronics,6,3,Yes,21.18,20,male
CUST0769,Home Goods,10,2,No,101.11,31,Male
CUST0740,Books,5,6,No,137.7,43,Male
CUST0580,Clothing,10,5,Yes,110.65,12,Male
CUST0728,Home Goods,8,3,No,193.14,37,male
CUST0728,Books,9,3,No,107.22,27,Other
CUST0321,Books,4,6,Yes,138.07,42,Male
CUST0823,Clothing,4,4,No,32.77,21,other
CUST0807,Books,6,9,Yes,160.15,19,Male
CUST0640,Books,8,5,No,152.01,43,Male
CUST0565,Books,7,1,No,91.25,20,Male
CUST0656,Electronics,6,4,Yes,114.15,42,Female
CUST0066,Clothing,9,8,No,26.89,60,Female
CUST0068,Electronics,8,10,No,157.34,15,Female
CUST0447,Books,5,7,Yes,54.15,24,Male
CUST0447,Books,7,4,Yes,130.42,39,Male
CUST0389,Electronics,8,4,No,61.35,51,Female
CUST0996,Electronics,6,3,Yes,92.75,31,Male
CUST0484,Clothing,11,4,Yes,53.99,49,male
CUST0318,Electronics,4,7,Yes,130.5,58,Female
CUST0761,Books,5,2,No,138.01,16,Female
CUST0699,Clothing,8,4,Yes,99.91,21,Female
CUST0674,Clothing,6,5,No,73.93,33,Male
CUST0884,Books,9,5,No,133.98,40,Male
CUST0149,Electronics,6,0,Yes,672,35,Other
CUST0110,Home Goods,8,9,No,185.63,34,Female
CUST0567,Clothing,4,3,No,36.77,24,other
CUST0221,Books,5,5,No,85.07,21,Female
CUST0706,Electronics,5,6,Yes,96.91,17,Male
CUST0648,Electronics,8,6,No,129.78,6,Female
CUST0329,Books,7,0,No,170.07,34,Female
CUST0329,Clothing,10,3,No,148.65,34,male
CUST0100,Electronics,4,7,Yes,22.32,31,Male
CUST0379,Clothing,9,5,No,10379,54,Female
CUST0289,Electronics,4,8,No,131.78,37,male
CUST0410,Clothing,9,3,Yes,186.74,16,Male
CUST0036,Electronics,11,7,No,100.09,45,Male
CUST0050,Clothing,7,6,Yes,69.25,44,male
CUST0121,Books,6,6,No,142.61,57,Male
CUST0435,Books,6,5,Yes,98.42,23,Male
CUST0917,Clothing,7,4,No,111.77,29,Male
CUST0819,Books,7,3,No,82.46,43,male
CUST0094,Clothing,7,4,Yes,108.33,29,other
CUST0574,Clothing,8,5,No,27.53,50,Other
CUST0368,Clothing,9,1,Yes,135.5,49,Other
CUST0369,Home Goods,5,6,No,153.64,65,other
CUST0062,Home Goods,5,6,Yes,39.77,59,Other
CUST0985,Books,7,5,No,86.09,22,Female
CUST0668,Books,8,4,No,58.58,16,Female
CUST0215,Home Goods,9,5,No,173.22,39,Other
CUST0569,Home Goods,7,4,Yes,106.58,30,Female
CUST0101,Home Goods,6,2,Yes,86.49,40,Female
CUST0727,Home Goods,9,5,No,22.2,35,other
CUST0743,Clothing,7,0,Yes,132.47,32,Female
CUST0793,Electronics,5,9,No,71.75,77,Male
CUST0998,Home Goods,6,5,Yes,140.05,41,other
CUST0407,Clothing,8,5,Yes,132.63,29,Female
CUST0953,Electronics,6,5,Yes,172.29,22,male
CUST0381,Books,7,9,Yes,172.16,29,Female
CUST0300,Books,8,7,Yes,0,27,Other
CUST0951,Home Goods,6,6,Yes,74.38,34,Male
CUST0663,Electronics,10,4,No,0,55,Male
CUST0167,Books,10,3,No,60.39,37,Female
CUST0788,Books,10,5,No,77.3,34,Other
CUST0967,Electronics,8,6,Yes,120.17,30,male
CUST0967,Home Goods,8,8,No,116.27,69,other
CUST0222,Home Goods,5,8,No,113.7,26,Other
CUST0844,Home Goods,11,7,No,139.66,27,other
CUST0487,Home Goods,4,4,Yes,81.29,6,male
CUST0226,Clothing,7,2,Yes,158.23,15,Female
CUST0265,Home Goods,11,6,Yes,104.17,25,male
CUST0107,Clothing,7,4,No,58.19,41,male
CUST0684,Books,7,7,Yes,68.8,36,Male
CUST0033,Books,9,8,No,101.06,39,Female
CUST0618,Books,6,4,No,129.82,42,Female
CUST0939,Clothing,7,5,No,89.85,24,Other
CUST0927,Electronics,10,5,No,47.18,55,male
CUST0544,Clothing,7,9,Yes,108.63,22,Male
CUST0749,Electronics,7,4,No,100.01,56,male
CUST0821,Home Goods,6,8,No,116.94,25,Male
CUST0546,Books,11,6,Yes,115.86,34,Female
CUST0504,Books,9,5,No,101.1,50,male
CUST0454,Clothing,7,5,No,154.17,34,Female
CUST0903,Clothing,5,4,No,89.38,39,Other
CUST0587,Clothing,9,0,No,32.8,38,Male
CUST0971,Books,6,4,No,159.86,35,Male
CUST0971,Books,7,8,Yes,183.7,22,Female
CUST0250,Home Goods,4,4,Yes,48.57,32,Male
CUST0561,Books,4,6,No,168.96,2,Male
CUST0805,Clothing,7,2,No,93.56,68,Female
CUST0863,Clothing,7,5,Yes,22.33,37,other
CUST0770,Electronics,9,4,Yes,26.95,35,Other
CUST0581,Books,9,5,No,162.06,40,Male
CUST0469,Electronics,10,0,Yes,132.87,49,other
CUST0428,Books,7,7,Yes,57.91,18,Male
CUST0111,Books,5,0,No,96.87,40,Male
CUST0104,Books,9,8,No,146.2,43,Female
CUST0734,Books,9,5,Yes,21.85,37,Other
CUST0365,Home Goods,5,0,No,130.93,30,Male
CUST0921,Electronics,7,6,No,146,35,Male
CUST0267,Books,6,5,Yes,82.06,26,male
CUST0203,Home Goods,9,0,Yes,81.15,56,Male
CUST0378,Electronics,7,2,No,83.91,64,Other
CUST0450,Clothing,7,6,No,135.14,24,Other
CUST0102,Clothing,5,1,No,129.7,63,Other
CUST0230,Electronics,7,11,No,76.34,33,Female
CUST0319,Home Goods,4,6,Yes,76.54,26,Male
CUST0386,Books,6,8,Yes,103.86,58,Male
CUST0371,Books,8,5,No,85.69,17,Male
CUST0025,Books,8,8,No,196.96,44,Female
CUST0736,Home Goods,9,7,No,159.13,35,male
CUST0312,Home Goods,4,4,No,57.02,34,Male
CUST0802,Clothing,7,4,No,101.46,32,Male
CUST0134,Electronics,9,9,No,66.03,36,other
CUST0876,Home Goods,7,0,No,16.39,65,male
CUST0474,Books,8,6,Yes,46.03,51,Female
CUST0677,Books,9,6,Yes,40.99,51,other
CUST0616,Home Goods,9,5,No,103.44,50,Male
CUST0979,Books,9,4,Yes,29.9,29,Female
CUST0437,Books,12,5,Yes,153.45,33,Female
CUST0192,Home Goods,9,0,Yes,121.38,18,other
CUST0030,Books,6,7,No,44.5,25,Other
CUST0547,Electronics,4,4,Yes,97.71,51,Male
CUST0886,Electronics,8,4,No,85.58,43,Male
CUST0826,Books,8,6,Yes,190.33,46,male
CUST0615,Clothing,10,0,Yes,127.35,46,Female
CUST0112,Home Goods,7,7,Yes,7.47,38,Other
CUST0792,Books,7,5,No,135.86,38,Other
CUST0244,Electronics,9,7,Yes,83.18,46,Other
CUST0672,Clothing,9,7,No,41.56,57,Male
CUST0607,Home Goods,7,7,Yes,90.11,22,Other
CUST0535,Home Goods,9,1,No,85.69,14,Male
CUST0457,Clothing,5,4,No,77.02,58,Female
CUST0179,Electronics,9,6,Yes,186.17,31,male
CUST0723,Books,6,4,No,68.53,28,male
CUST0789,Books,6,3,Yes,149.51,13,Male
CUST0043,Clothing,9,5,No,11246,52,Male
CUST0680,Clothing,5,4,Yes,32.09,47,Female
CUST0552,Books,8,6,No,144.93,25,Male
CUST0857,Home Goods,6,9,No,100.76,42,Other
CUST0246,Clothing,10,3,No,154.39,37,male
CUST0708,Books,7,3,Yes,206.03,11,Male
CUST0922,Home Goods,7,5,No,84.93,46,Male
CUST0594,Books,9,6,No,106.61,26,other
CUST0721,Clothing,8,3,Yes,71.39,31,Other
CUST0170,Clothing,6,6,Yes,90.66,32,Male
CUST0661,Books,6,0,No,85.58,26,Other
CUST0888,Clothing,6,5,No,137.02,25,Female
CUST0187,Clothing,8,6,Yes,89.18,24,Female
CUST0412,Books,8,3,Yes,37.72,26,other
CUST1000,Home Goods,8,3,Yes,157.35,16,Other
CUST0703,Electronics,6,4,No,103.21,39,Other
CUST0045,Books,5,6,No,59.27,53,Male
CUST0365,Home Goods,5,0,No,130.93,30,Male
CUST0563,Home Goods,7,7,Yes,70.5,52,Male
CUST0273,Books,7,3,No,104.84,33,Male
CUST0015,Books,4,3,Yes,141.46,58,Male
CUST0436,Books,10,5,No,113.74,45,other
CUST0406,Books,7,5,Yes,112.63,21,Other
CUST0214,Home Goods,8,4,No,171.47,48,Female
CUST0991,Clothing,6,4,No,50.74,38,Female
CUST0360,Home Goods,6,5,Yes,191.38,41,other
CUST0293,Electronics,9,7,No,133.87,39,Female
CUST0293,Books,6,4,Yes,114.43,53,Male
CUST0293,Electronics,10,7,No,77.34,32,Other
CUST0509,Books,10,5,Yes,89.33,33,Male
CUST0697,Home Goods,6,2,Yes,106.61,38,Female
CUST0783,Books,8,5,No,24.59,44,Male
CUST0274,Books,7,7,No,74.81,30,male
CUST0586,Home Goods,6,-1,Yes,128.84,5,other
CUST0883,Home Goods,6,4,No,123.94,19,Female
CUST0133,Electronics,7,3,No,107.45,14,male
CUST0154,Home Goods,6,-1,Yes,83.57,31,Female
CUST0154,Home Goods,11,8,Yes,69.5,67,Male
CUST0287,Electronics,6,4,Yes,70.46,31,Male
CUST0916,Clothing,9,3,No,60.51,22,male
CUST0308,Home Goods,8,2,Yes,130.93,54,Male
CUST0995,Books,8,3,Yes,170.51,23,male
CUST0997,Electronics,8,6,No,83.6,39,male
CUST0468,Electronics,9,7,Yes,213.92,46,Female
CUST0871,Electronics,10,7,Yes,17.23,5,other
CUST0936,Electronics,8,7,No,76.61,41,Male
CUST0497,Home Goods,6,3,No,110.9,45,Female
CUST0553,Electronics,7,7,No,127.98,47,Male
CUST0583,Books,7,5,Yes,23.92,32,Female
CUST0150,Books,7,2,No,151.43,27,Male
CUST0914,Clothing,8,2,Yes,151.49,20,Male
CUST0604,Clothing,7,6,Yes,77.34,43,other
CUST0641,Clothing,7,9,Yes,29.8,27,Male
CUST0003,Electronics,9,5,No,65.88,26,Male
CUST0252,Electronics,7,6,No,163.07,17,Male
CUST0026,Clothing,7,6,No,74.81,58,Female
CUST0211,Home Goods,6,6,Yes,117.68,27,Male
CUST0543,Home Goods,10,7,Yes,62.18,40,male
CUST0738,Electronics,5,4,Yes,149.97,28,other
CUST0462,Electronics,12,3,No,87.99,19,Male
CUST0401,Books,9,0,Yes,105.56,59,Other
CUST0717,Home Goods,11,3,No,17794,29,Other
CUST0717,Books,8,7,Yes,60.78,38,male
CUST0536,Clothing,5,6,Yes,60.41,53,Male
CUST0536,Books,9,4,No,199.49,29,male
CUST0209,Clothing,9,0,No,100.71,38,Female
CUST0881,Books,7,1,No,29.54,37,other
CUST0838,Electronics,8,5,No,130.41,11,male
CUST0632,Books,6,1,No,83.83,29,Male
CUST0725,Electronics,7,4,No,126.13,25,Male
CUST0725,Home Goods,5,6,Yes,127.98,25,Male
CUST0855,Home Goods,6,5,No,0,34,other
CUST0489,Electronics,7,8,No,138.31,35,Male
CUST0478,Books,11,2,No,164.33,58,male
CUST0550,Home Goods,6,2,No,121.68,63,Other
CUST0994,Books,11,6,No,126.68,56,Male
CUST0176,Clothing,11,4,No,84.38,63,Female
CUST0644,Books,5,4,Yes,34.39,34,other
CUST0343,Home Goods,6,6,No,157.23,35,Male
CUST0831,Electronics,6,4,No,70.35,17,Female
CUST0492,Electronics,7,5,No,41.26,22,Female
CUST0151,Home Goods,5,6,Yes,121.48,44,Female
CUST0608,Books,6,6,No,109.46,30,male
CUST0235,Books,5,5,No,88.72,30,other
CUST0456,Home Goods,8,1,No,171.97,22,Female
CUST0027,Clothing,4,6,Yes,158.58,31,Female
CUST0057,Books,3,5,No,68,24,Other
CUST0124,Home Goods,3,8,Yes,140.49,37,other
CUST0853,Electronics,8,4,Yes,31.59,33,Female
CUST0553,Electronics,7,7,No,127.98,47,Male
CUST0494,Clothing,7,3,Yes,71.05,33,Female
CUST0035,Clothing,11,6,Yes,67.46,26,Male
CUST0035,Electronics,7,2,Yes,146.64,67,Male
CUST0042,Home Goods,8,0,No,84.93,51,Female
CUST0808,Electronics,8,2,Yes,138.77,37,other
CUST0090,Clothing,7,0,Yes,81.39,58,Male
CUST0815,Books,7,9,No,127.67,30,male
CUST0377,Books,12,5,Yes,90.72,37,other
CUST0628,Clothing,6,3,No,105.1,25,Male
CUST0758,Home Goods,7,5,No,109.38,25,Female
CUST0328,Home Goods,8,7,No,65.21,50,Other
CUST0143,Books,8,4,No,106.48,43,Female
CUST0834,Books,11,5,Yes,146.87,52,male
CUST0391,Home Goods,6,4,No,109.82,25,Male
CUST0768,Books,6,5,No,181.12,69,Other
CUST0637,Electronics,7,8,No,30.31,42,other
CUST0955,Books,7,6,No,139.52,59,other
CUST0942,Electronics,7,4,Yes,103.43,27,male
CUST0577,Electronics,7,6,Yes,157.07,50,Female
CUST0331,Electronics,7,6,No,81.16,15,other
CUST0001,Home Goods,8,8,Yes,126,37,male
CUST0481,Books,8,7,Yes,74.04,48,Other
CUST0115,Home Goods,9,7,Yes,39.55,29,Male
CUST0002,Books,11,8,No,51.11,26,Female
CUST0132,Electronics,5,6,Yes,95.14,40,other
CUST0480,Books,6,2,No,168.31,8,male
CUST0745,Home Goods,8,6,No,86.17,37,male
CUST0859,Clothing,6,8,No,43.11,43,Female
CUST0270,Home Goods,7,4,No,81.39,67,other
CUST0905,Home Goods,8,0,No,99.49,53,Other
CUST0125,Electronics,8,3,Yes,89.16,16,Male
CUST0125,Electronics,4,6,No,105.1,14,Male
CUST0554,Books,6,5,No,59.32,34,male
CUST0127,Clothing,7,4,Yes,123.34,52,Other
CUST0937,Clothing,7,6,No,59.76,34,Male
CUST0303,Home Goods,8,6,Yes,130.42,2,Male
CUST0906,Clothing,12,7,No,11482,26,other
CUST0264,Electronics,8,10,No,94.69,32,other
CUST0482,Clothing,8,7,No,208.2,8,Female
CUST0259,Home Goods,7,3,No,43.37,20,Male
CUST0629,Home Goods,10,0,No,103.43,48,Female
CUST0549,Clothing,8,10,Yes,154.76,29,Female
CUST0052,Clothing,4,8,No,77.69,51,male
CUST0201,Home Goods,6,5,No,91.72,21,male
CUST0108,Books,5,5,No,5.76,48,Female
CUST0070,Clothing,5,0,Yes,126.67,49,Male
CUST0502,Electronics,6,6,No,75.28,42,Male
CUST0716,Books,1,3,No,119.58,48,Male
CUST0634,Electronics,8,3,No,125.37,59,Other
CUST0692,Clothing,6,7,No,222.08,33,Male
CUST0499,Electronics,8,5,Yes,95.6,29,other
CUST0598,Home Goods,7,7,No,89.49,50,Other
CUST0598,Home Goods,10,3,No,40.81,23,other
CUST0585,Clothing,7,6,Yes,102.59,44,Male
CUST0017,Books,7,7,No,67.19,28,Male
CUST0954,Books,7,4,Yes,100.82,23,Female
CUST0228,Clothing,5,5,No,89.33,31,Other
CUST0624,Clothing,6,7,Yes,106.55,28,Male
CUST0624,Books,6,0,Yes,77.85,23,Female
CUST0751,Books,9,5,No,43.37,49,Female
CUST0006,Books,8,4,No,126.95,31,Male
CUST0220,Home Goods,11,3,Yes,74.87,52,other
CUST0841,Home Goods,7,8,No,103.64,31,Female
CUST0525,Clothing,6,8,Yes,57.98,29,Female
CUST0698,Clothing,11,0,No,105.98,46,Female
CUST0358,Books,7,7,No,145.87,31,Male
CUST0129,Home Goods,6,5,Yes,108.86,31,other
CUST0072,Clothing,5,6,Yes,50.95,48,male
CUST0277,Electronics,7,1,No,13.31,18,Male
CUST0789,Books,7,3,Yes,149.51,13,Male
CUST0765,Electronics,5,5,No,119.1,27,male
CUST0384,Electronics,11,6,Yes,56.49,6,other
CUST0968,Clothing,9,2,Yes,72.53,25,Male
CUST0730,Books,8,0,Yes,110,31,Female
CUST0314,Home Goods,7,5,No,43.11,26,Male
CUST0306,Electronics,9,0,Yes,91.52,40,Male
CUST0779,Books,9,8,No,105.47,45,other
CUST0864,Clothing,9,0,No,187.29,17,Male
CUST0999,Books,8,5,No,44.5,36,other
CUST0926,Home Goods,9,9,Yes,84.4,30,Other
CUST0878,Clothing,5,3,No,101.05,59,Male
CUST0568,Books,10,4,Yes,176.46,25,Female
CUST0495,Electronics,12,7,No,0,26,male
CUST0004,Home Goods,6,3,No,66.16,25,Male
CUST0524,Home Goods,11,5,No,82.06,52,other
CUST0082,Books,9,6,No,42.27,45,Male
CUST0850,Clothing,10,6,Yes,86.79,26,Other
CUST0659,Books,7,3,No,107.99,21,male
CUST0659,Electronics,7,6,No,96.77,33,other
CUST0726,Electronics,7,5,No,8.26,25,Female
CUST0726,Clothing,8,3,No,44.11,25,Female
CUST0726,Electronics,6,6,Yes,105.52,35,other
CUST0777,Electronics,4,6,Yes,58.34,15,other
CUST0576,Clothing,10,6,No,160.42,34,Male
CUST0806,Books,4,6,No,117.03,43,Female
CUST0806,Electronics,9,3,No,80.19,37,Female
CUST0392,Home Goods,7,5,Yes,60.11,25,other
CUST0975,Books,7,3,No,113.95,9,male
CUST0570,Home Goods,9,8,No,70.52,37,Other
